what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479173184
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479176507
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479398351
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1390479403109
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1390479404915
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1390479404966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390479412463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479412956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479734666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390479753525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479753847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479755993
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1390479758582
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1390479758851
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390479770896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479771342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479822049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390479834453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479834979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479897286
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1390479899114
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1390479899388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390479913971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390479914411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480098868
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1390480100306
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1390480105366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390480112203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480112425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480135609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390480139394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480139923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480156350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390480160695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480160993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480183760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390480190852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480191267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480206023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1390480210312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1390480210634
